Title,Title20,Country/Region,SCIE,SSCI
BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING,BRAZ J CHEM ENG,GERMANY,Yes,
BRAZILIAN JOURNAL OF GEOLOGY,BRAZ J GEOL,BRAZIL,Yes,
BRAZILIAN JOURNAL OF INFECTIOUS DISEASES,BRAZ J INFECT DIS,BRAZIL,Yes,
BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH,BRAZ J MED BIOL RES,BRAZIL,Yes,
BRAZILIAN JOURNAL OF MICROBIOLOGY,BRAZ J MICROBIOL,BRAZIL,Yes,
BRAZILIAN JOURNAL OF OCEANOGRAPHY,BRAZ J OCEANOGR,BRAZIL,Yes,
BRAZILIAN JOURNAL OF OTORHINOLARYNGOLOGY,BRAZ J OTORHINOLAR,BRAZIL,Yes,
BRAZILIAN JOURNAL OF PHARMACEUTICAL SCIENCES,BRAZ J PHARM SCI,BRAZIL,Yes,
BRAZILIAN JOURNAL OF PHYSICAL THERAPY,BRAZ J PHYS THER,BRAZIL,Yes,
BRAZILIAN JOURNAL OF PHYSICS,BRAZ J PHYS,BRAZIL,Yes,
BRAZILIAN JOURNAL OF POULTRY SCIENCE,BRAZ J POULTRY SCI,BRAZIL,Yes,
BRAZILIAN JOURNAL OF PROBABILITY AND STATISTICS,BRAZ J PROBAB STAT,BRAZIL,Yes,
BRAZILIAN JOURNAL OF PSYCHIATRY,BRAZ J PSYCHIAT,BRAZIL,Yes,Yes
BRAZILIAN ORAL RESEARCH,BRAZ ORAL RES,BRAZIL,Yes,
BREAST,BREAST,ENGLAND,Yes,
BREAST CANCER,BREAST CANCER-TOKYO,JAPAN,Yes,
BREAST CANCER RESEARCH,BREAST CANCER RES,ENGLAND,Yes,
BREAST CANCER RESEARCH AND TREATMENT,BREAST CANCER RES TR,UNITED STATES,Yes,
BREAST CARE,BREAST CARE,GERMANY,Yes,
BREAST JOURNAL,BREAST J,UNITED STATES,Yes,
BREASTFEEDING MEDICINE,BREASTFEED MED,UNITED STATES,Yes,
BREEDING SCIENCE,BREEDING SCI,JAPAN,Yes,
BRIEFINGS IN BIOINFORMATICS,BRIEF BIOINFORM,ENGLAND,Yes,
BRIEFINGS IN FUNCTIONAL GENOMICS,BRIEF FUNCT GENOMICS,ENGLAND,Yes,
BRITAIN AND THE WORLD,BRIT WORLD,SCOTLAND,,Yes
BRITISH ACCOUNTING REVIEW,BRIT ACCOUNT REV,ENGLAND,,Yes
BRITISH DENTAL JOURNAL,BRIT DENT J,ENGLAND,Yes,
BRITISH EDUCATIONAL RESEARCH JOURNAL,BRIT EDUC RES J,ENGLAND,,Yes
BRITISH FOOD JOURNAL,BRIT FOOD J,ENGLAND,Yes,
BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,BRIT J HIST SCI,ENGLAND,,Yes
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,BRIT J PHILOS SCI,ENGLAND,Yes,Yes
BRITISH JOURNAL OF ANAESTHESIA,BRIT J ANAESTH,ENGLAND,Yes,
British Journal of Biomedical Science,BRIT J BIOMED SCI,ENGLAND,Yes,
BRITISH JOURNAL OF CANCER,BRIT J CANCER,ENGLAND,Yes,
BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,BRIT J CLIN PHARMACO,ENGLAND,Yes,
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,BRIT J CLIN PSYCHOL,ENGLAND,,Yes
BRITISH JOURNAL OF CRIMINOLOGY,BRIT J CRIMINOL,ENGLAND,,Yes
BRITISH JOURNAL OF DERMATOLOGY,BRIT J DERMATOL,ENGLAND,Yes,
BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,BRIT J DEV PSYCHOL,ENGLAND,,Yes
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,BRIT J EDUC PSYCHOL,ENGLAND,,Yes
BRITISH JOURNAL OF EDUCATIONAL STUDIES,BRIT J EDUC STUD,ENGLAND,,Yes
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,BRIT J EDUC TECHNOL,ENGLAND,,Yes
BRITISH JOURNAL OF GENERAL PRACTICE,BRIT J GEN PRACT,ENGLAND,Yes,
BRITISH JOURNAL OF GUIDANCE & COUNSELLING,BRIT J GUID COUNS,ENGLAND,,Yes
BRITISH JOURNAL OF HAEMATOLOGY,BRIT J HAEMATOL,ENGLAND,Yes,
BRITISH JOURNAL OF HEALTH PSYCHOLOGY,BRIT J HEALTH PSYCH,ENGLAND,,Yes
BRITISH JOURNAL OF HOSPITAL MEDICINE,BRIT J HOSP MED,ENGLAND,Yes,
BRITISH JOURNAL OF INDUSTRIAL RELATIONS,BRIT J IND RELAT,ENGLAND,,Yes
BRITISH JOURNAL OF LEARNING DISABILITIES,BRIT J LEARN DISABIL,ENGLAND,,Yes
BRITISH JOURNAL OF MANAGEMENT,BRIT J MANAGE,ENGLAND,,Yes
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,BRIT J MATH STAT PSY,ENGLAND,Yes,Yes
BRITISH JOURNAL OF MIDDLE EASTERN STUDIES,BRIT J MIDDLE E STUD,ENGLAND,,Yes
BRITISH JOURNAL OF MUSIC EDUCATION,BRIT J MUSIC EDUC,ENGLAND,,Yes
BRITISH JOURNAL OF NEUROSURGERY,BRIT J NEUROSURG,ENGLAND,Yes,
BRITISH JOURNAL OF NUTRITION,BRIT J NUTR,ENGLAND,Yes,
BRITISH JOURNAL OF OCCUPATIONAL THERAPY,BRIT J OCCUP THER,ENGLAND,Yes,Yes
BRITISH JOURNAL OF OPHTHALMOLOGY,BRIT J OPHTHALMOL,ENGLAND,Yes,
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,BRIT J ORAL MAX SURG,ENGLAND,Yes,
BRITISH JOURNAL OF PHARMACOLOGY,BRIT J PHARMACOL,ENGLAND,Yes,
BRITISH JOURNAL OF POLITICAL SCIENCE,BRIT J POLIT SCI,ENGLAND,,Yes
BRITISH JOURNAL OF POLITICS & INTERNATIONAL RELATIONS,BRIT J POLIT INT REL,ENGLAND,,Yes
BRITISH JOURNAL OF PSYCHIATRY,BRIT J PSYCHIAT,ENGLAND,Yes,Yes
BRITISH JOURNAL OF PSYCHOLOGY,BRIT J PSYCHOL,ENGLAND,,Yes
BRITISH JOURNAL OF RADIOLOGY,BRIT J RADIOL,ENGLAND,Yes,
BRITISH JOURNAL OF RELIGIOUS EDUCATION,BRIT J RELIG EDUC,ENGLAND,,Yes
BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,BRIT J SOC PSYCHOL,ENGLAND,,Yes
BRITISH JOURNAL OF SOCIAL WORK,BRIT J SOC WORK,ENGLAND,,Yes
BRITISH JOURNAL OF SOCIOLOGY,BRIT J SOCIOL,ENGLAND,,Yes
BRITISH JOURNAL OF SOCIOLOGY OF EDUCATION,BRIT J SOCIOL EDUC,ENGLAND,,Yes
BRITISH JOURNAL OF SPORTS MEDICINE,BRIT J SPORT MED,ENGLAND,Yes,
BRITISH JOURNAL OF SURGERY,BRIT J SURG,ENGLAND,Yes,
BRITISH MEDICAL BULLETIN,BRIT MED BULL,ENGLAND,Yes,
BRITISH POLITICS,BRIT POLIT,ENGLAND,,Yes
BRITISH POULTRY SCIENCE,BRIT POULTRY SCI,ENGLAND,Yes,
BRITTONIA,BRITTONIA,UNITED STATES,Yes,
BRODOGRADNJA,BRODOGRADNJA,CROATIA,Yes,
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,BROOKINGS PAP ECO AC,UNITED STATES,,Yes
BRQ-BUSINESS RESEARCH QUARTERLY,BRQ-BUS RES Q,SPAIN,,Yes
BRYOLOGIST,BRYOLOGIST,UNITED STATES,Yes,
BSGF-EARTH SCIENCES BULLETIN,BSGF-EARTH SCI B,FRANCE,Yes,
BUFFALO BULLETIN,BUFFALO BULL,THAILAND,Yes,
BUFFALO LAW REVIEW,BUFFALO LAW REV,UNITED STATES,,Yes
BUILDING AND ENVIRONMENT,BUILD ENVIRON,ENGLAND,Yes,
BUILDING RESEARCH AND INFORMATION,BUILD RES INF,ENGLAND,Yes,
BUILDING SERVICES ENGINEERING RESEARCH & TECHNOLOGY,BUILD SERV ENG RES T,ENGLAND,Yes,
BUILDING SIMULATION,BUILD SIMUL-CHINA,PEOPLES R CHINA,Yes,
BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,B ACAD NAT MED PARIS,FRANCE,Yes,
BULLETIN DE LA SOCIETE GEOLOGIQUE DE FRANCE,B SOC GEOL FR,FRANCE,Yes,
BULLETIN DE LA SOCIETE LINNEENNE DE LYON,B SOC LINN LYON,FRANCE,Yes,
BULLETIN DE LA SOCIETE MATHEMATIQUE DE FRANCE,B SOC MATH FR,FRANCE,Yes,
BULLETIN DES SCIENCES MATHEMATIQUES,B SCI MATH,NETHERLANDS,Yes,
BULLETIN DU CANCER,B CANCER,FRANCE,Yes,
BULLETIN MATHEMATIQUE DE LA SOCIETE DES SCIENCES MATHEMATIQUES DE ROUMANIE,B MATH SOC SCI MATH,ROMANIA,Yes,
BULLETIN OF EARTHQUAKE ENGINEERING,B EARTHQ ENG,NETHERLANDS,Yes,
BULLETIN OF ECONOMIC RESEARCH,B ECON RES,ENGLAND,,Yes
BULLETIN OF ENGINEERING GEOLOGY AND THE ENVIRONMENT,B ENG GEOL ENVIRON,GERMANY,Yes,
BULLETIN OF ENTOMOLOGICAL RESEARCH,B ENTOMOL RES,ENGLAND,Yes,
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,B ENVIRON CONTAM TOX,UNITED STATES,Yes,
BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE,B EXP BIOL MED+,RUSSIA,Yes,
BULLETIN OF GEOSCIENCES,B GEOSCI,CZECH REPUBLIC,Yes,
BULLETIN OF INDONESIAN ECONOMIC STUDIES,B INDONES ECON STUD,AUSTRALIA,,Yes
BULLETIN OF INSECTOLOGY,B INSECTOL,ITALY,Yes,
BULLETIN OF LATIN AMERICAN RESEARCH,B LAT AM RES,ENGLAND,,Yes
BULLETIN OF MARINE SCIENCE,B MAR SCI,UNITED STATES,Yes,
BULLETIN OF MATERIALS SCIENCE,B MATER SCI,INDIA,Yes,
BULLETIN OF MATHEMATICAL BIOLOGY,B MATH BIOL,UNITED STATES,Yes,
BULLETIN OF MATHEMATICAL SCIENCES,B MATH SCI,SAUDI ARABIA,Yes,
BULLETIN OF SYMBOLIC LOGIC,B SYMB LOG,ENGLAND,Yes,
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,B AM MATH SOC,UNITED STATES,Yes,
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,UNITED STATES,Yes,
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,B AM MUS NAT HIST,UNITED STATES,Yes,
BULLETIN OF THE ATOMIC SCIENTISTS,B ATOM SCI,UNITED STATES,,Yes
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,B AUST MATH SOC,AUSTRALIA,Yes,
BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,B BELG MATH SOC-SIM,BELGIUM,Yes,
BULLETIN OF THE BRAZILIAN MATHEMATICAL SOCIETY,B BRAZ MATH SOC,GERMANY,Yes,
BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,B CHEM SOC ETHIOPIA,ETHIOPIA,Yes,
BULLETIN OF THE CHEMICAL SOCIETY OF JAPAN,B CHEM SOC JPN,JAPAN,Yes,
BULLETIN OF THE EUROPEAN ASSOCIATION OF FISH PATHOLOGISTS,B EUR ASSOC FISH PAT,GERMANY,Yes,
BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK,B GEOL SOC DENMARK,DENMARK,Yes,
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,B GEOL SOC FINLAND,FINLAND,Yes,
BULLETIN OF THE HISTORY OF MEDICINE,B HIST MED,UNITED STATES,Yes,Yes
BULLETIN OF THE IRANIAN MATHEMATICAL SOCIETY,B IRAN MATH SOC,UNITED STATES,Yes,
BULLETIN OF THE KOREAN CHEMICAL SOCIETY,B KOREAN CHEM SOC,SOUTH KOREA,Yes,
BULLETIN OF THE KOREAN MATHEMATICAL SOCIETY,B KOREAN MATH SOC,SOUTH KOREA,Yes,
BULLETIN OF THE LEBEDEV PHYSICS INSTITUTE,B LEBEDEV PHYS INST+,RUSSIA,Yes,
BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,B LOND MATH SOC,ENGLAND,Yes,
BULLETIN OF THE MALAYSIAN MATHEMATICAL SCIENCES SOCIETY,B MALAYS MATH SCI SO,MALAYSIA,Yes,
BULLETIN OF THE MENNINGER CLINIC,B MENNINGER CLIN,UNITED STATES,,Yes
BULLETIN OF THE PEABODY MUSEUM OF NATURAL HISTORY,B PEABODY MUS NAT HI,UNITED STATES,Yes,
BULLETIN OF THE POLISH ACADEMY OF SCIENCES-TECHNICAL SCIENCES,B POL ACAD SCI-TECH,POLAND,Yes,
BULLETIN OF THE SEISMOLOGICAL SOCIETY OF AMERICA,B SEISMOL SOC AM,UNITED STATES,Yes,
BULLETIN OF THE WORLD HEALTH ORGANIZATION,B WORLD HEALTH ORGAN,SWITZERLAND,Yes,
BULLETIN OF VOLCANOLOGY,B VOLCANOL,UNITED STATES,Yes,
BUNDESGESUNDHEITSBLATT-GESUNDHEITSFORSCHUNG-GESUNDHEITSSCHUTZ,BUNDESGESUNDHEITSBLA,GERMANY,Yes,
BUNSEKI KAGAKU,BUNSEKI KAGAKU,JAPAN,Yes,
BURNS,BURNS,ENGLAND,Yes,
BURNS & TRAUMA,BURNS TRAUMA,PEOPLES R CHINA,Yes,
BUSINESS & INFORMATION SYSTEMS ENGINEERING,BUS INFORM SYST ENG+,GERMANY,Yes,
BUSINESS & SOCIETY,BUS SOC,UNITED STATES,,Yes
BUSINESS ETHICS QUARTERLY,BUS ETHICS Q,UNITED STATES,,Yes
BUSINESS HISTORY,BUS HIST,ENGLAND,,Yes
BUSINESS HISTORY REVIEW,BUS HIST REV,UNITED STATES,,Yes
BUSINESS HORIZONS,BUS HORIZONS,NETHERLANDS,,Yes
BUSINESS PROCESS MANAGEMENT JOURNAL,BUS PROCESS MANAG J,ENGLAND,,Yes
BUSINESS STRATEGY AND THE ENVIRONMENT,BUS STRATEG ENVIRON,UNITED STATES,,Yes
CA-A CANCER JOURNAL FOR CLINICIANS,CA-CANCER J CLIN,UNITED STATES,Yes,
CADERNOS DE SAUDE PUBLICA,CAD SAUDE PUBLICA,BRAZIL,Yes,Yes
CADMO,CADMO,ITALY,,Yes
CAHIERS AGRICULTURES,CAH AGRIC,FRANCE,Yes,
CAHIERS DE BIOLOGIE MARINE,CAH BIOL MAR,FRANCE,Yes,
CALCIFIED TISSUE INTERNATIONAL,CALCIFIED TISSUE INT,UNITED STATES,Yes,
CALCOLO,CALCOLO,ITALY,Yes,
CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,CALC VAR PARTIAL DIF,UNITED STATES,Yes,
CALDASIA,CALDASIA,COLOMBIA,Yes,
CALIFORNIA AGRICULTURE,CALIF AGR,UNITED STATES,Yes,
CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS,CAL COOP OCEAN FISH,UNITED STATES,Yes,
CALIFORNIA FISH AND GAME,CALIF FISH GAME,UNITED STATES,Yes,
CALIFORNIA LAW REVIEW,CALIF LAW REV,UNITED STATES,,Yes
CALIFORNIA MANAGEMENT REVIEW,CALIF MANAGE REV,UNITED STATES,,Yes
CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,CALPHAD,ENGLAND,Yes,
CAMBRIDGE JOURNAL OF ECONOMICS,CAMB J ECON,ENGLAND,,Yes
CAMBRIDGE JOURNAL OF EDUCATION,CAMB J EDUC,ENGLAND,,Yes
CAMBRIDGE JOURNAL OF MATHEMATICS,CAMB J MATH,UNITED STATES,Yes,
CAMBRIDGE JOURNAL OF REGIONS ECONOMY AND SOCIETY,CAMB J REG ECON SOC,ENGLAND,,Yes
CAMBRIDGE LAW JOURNAL,CAMB LAW J,ENGLAND,,Yes
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,CAMB Q HEALTHC ETHIC,UNITED STATES,Yes,Yes
CAMBRIDGE REVIEW OF INTERNATIONAL AFFAIRS,CAMB REV INT AFF,ENGLAND,,Yes
CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES,CAN ASSOC RADIOL J,CANADA,Yes,
CANADIAN ENTOMOLOGIST,CAN ENTOMOL,CANADA,Yes,
CANADIAN FAMILY PHYSICIAN,CAN FAM PHYSICIAN,CANADA,Yes,
CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN,CAN GEOGR-GEOGR CAN,CANADA,,Yes
CANADIAN GEOTECHNICAL JOURNAL,CAN GEOTECH J,CANADA,Yes,
CANADIAN HISTORICAL REVIEW,CAN HIST REV,CANADA,,Yes
CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,CAN J ADM SCI,CANADA,,Yes
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CAN J AGR ECON,CANADA,Yes,Yes
CANADIAN JOURNAL OF ANESTHESIA-JOURNAL CANADIEN D ANESTHESIE,CAN J ANESTH,CANADA,Yes,
CANADIAN JOURNAL OF ANIMAL SCIENCE,CAN J ANIM SCI,CANADA,Yes,
CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,CAN J BEHAV SCI,CANADA,,Yes
CANADIAN JOURNAL OF CARDIOLOGY,CAN J CARDIOL,CANADA,Yes,
CANADIAN JOURNAL OF CHEMICAL ENGINEERING,CAN J CHEM ENG,CANADA,Yes,
CANADIAN JOURNAL OF CHEMISTRY,CAN J CHEM,CANADA,Yes,
CANADIAN JOURNAL OF CIVIL ENGINEERING,CAN J CIVIL ENG,CANADA,Yes,
CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,CAN J CRIMINOL CRIM,CANADA,,Yes
CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT,CAN J DEV STUD,CANADA,,Yes
CANADIAN JOURNAL OF DIABETES,CAN J DIABETES,CANADA,Yes,
CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH,CAN J DIET PRACT RES,CANADA,Yes,
CANADIAN JOURNAL OF EARTH SCIENCES,CAN J EARTH SCI,CANADA,Yes,
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,CAN J ECON,CANADA,,Yes
CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING-REVUE CANADIENNE DE GENIE ELECTRIQUE ET INFORMATIQUE,CAN J ELECT COMPUT E,CANADA,Yes,
CANADIAN JOURNAL OF EMERGENCY MEDICINE,CAN J EMERG MED,CANADA,Yes,
CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,CAN J EXP PSYCHOL,CANADA,,Yes
CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,CAN J FISH AQUAT SCI,CANADA,Yes,
CANADIAN JOURNAL OF FOREST RESEARCH,CAN J FOREST RES,CANADA,Yes,
CANADIAN JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,CAN J GASTROENTEROL,UNITED STATES,Yes,
CANADIAN JOURNAL OF INFECTIOUS DISEASES & MEDICAL MICROBIOLOGY,CAN J INFECT DIS MED,UNITED STATES,Yes,
CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE,CAN J INFORM LIB SCI,CANADA,,Yes
CANADIAN JOURNAL OF MATHEMATICS-JOURNAL CANADIEN DE MATHEMATIQUES,CAN J MATH,ENGLAND,Yes,
CANADIAN JOURNAL OF MICROBIOLOGY,CAN J MICROBIOL,CANADA,Yes,
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,CAN J NEUROL SCI,UNITED STATES,Yes,
CANADIAN JOURNAL OF OCCUPATIONAL THERAPY-REVUE CANADIENNE D ERGOTHERAPIE,CAN J OCCUP THER,CANADA,Yes,Yes
CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,CAN J OPHTHALMOL,CANADA,Yes,
CANADIAN JOURNAL OF PHYSICS,CAN J PHYS,CANADA,Yes,
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,CAN J PHYSIOL PHARM,CANADA,Yes,
CANADIAN JOURNAL OF PLANT PATHOLOGY,CAN J PLANT PATHOL,CANADA,Yes,
CANADIAN JOURNAL OF PLANT SCIENCE,CAN J PLANT SCI,CANADA,Yes,
CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,CAN J POLIT SCI,CANADA,,Yes
CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,CAN J PSYCHIAT,CANADA,Yes,Yes
CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,CAN J PUBLIC HEALTH,UNITED STATES,,Yes
CANADIAN JOURNAL OF REMOTE SENSING,CAN J REMOTE SENS,CANADA,Yes,
CANADIAN JOURNAL OF SCHOOL PSYCHOLOGY,CAN J SCH PSYCHOL,CANADA,,Yes
CANADIAN JOURNAL OF SOCIOLOGY-CAHIERS CANADIENS DE SOCIOLOGIE,CAN J SOCIOL,CANADA,,Yes
CANADIAN JOURNAL OF SOIL SCIENCE,CAN J SOIL SCI,CANADA,Yes,
CANADIAN JOURNAL OF STATISTICS-REVUE CANADIENNE DE STATISTIQUE,CAN J STAT,CANADA,Yes,
CANADIAN JOURNAL OF SURGERY,CAN J SURG,CANADA,Yes,
CANADIAN JOURNAL OF UROLOGY,CAN J UROL,CANADA,Yes,
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,CAN J VET RES,CANADA,Yes,
CANADIAN JOURNAL OF ZOOLOGY,CAN J ZOOL,CANADA,Yes,
CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,CAN J AGING,CANADA,,Yes
CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,CAN MATH BULL,ENGLAND,Yes,
CANADIAN MEDICAL ASSOCIATION JOURNAL,CAN MED ASSOC J,CANADA,Yes,
CANADIAN METALLURGICAL QUARTERLY,CAN METALL QUART,CANADA,Yes,
CANADIAN MINERALOGIST,CAN MINERAL,CANADA,Yes,
CANADIAN MODERN LANGUAGE REVIEW-REVUE CANADIENNE DES LANGUES VIVANTES,CAN MOD LANG REV,CANADA,,Yes
CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE,CAN PSYCHOL,CANADA,,Yes
CANADIAN PUBLIC ADMINISTRATION-ADMINISTRATION PUBLIQUE DU CANADA,CAN PUBLIC ADMIN,CANADA,,Yes
CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,CAN PUBLIC POL,CANADA,,Yes
CANADIAN RESPIRATORY JOURNAL,CAN RESPIR J,UNITED STATES,Yes,
CANADIAN REVIEW OF SOCIOLOGY-REVUE CANADIENNE DE SOCIOLOGIE,CAN REV SOCIOL,CANADA,,Yes
CANADIAN STUDIES IN POPULATION,CAN STUD POPUL,CANADA,,Yes
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE,CAN VET J,CANADA,Yes,
CANADIAN WATER RESOURCES JOURNAL,CAN WATER RESOUR J,UNITED STATES,Yes,
CANCER,CANCER-AM CANCER SOC,UNITED STATES,Yes,
CANCER & METABOLISM,CANCER METAB,ENGLAND,Yes,
CANCER AND METASTASIS REVIEWS,CANCER METAST REV,UNITED STATES,Yes,
CANCER BIOLOGY & MEDICINE,CANCER BIOL MED,PEOPLES R CHINA,Yes,
CANCER BIOLOGY & THERAPY,CANCER BIOL THER,UNITED STATES,Yes,
CANCER BIOMARKERS,CANCER BIOMARK,NETHERLANDS,Yes,
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,CANCER BIOTHER RADIO,UNITED STATES,Yes,
CANCER CAUSES & CONTROL,CANCER CAUSE CONTROL,NETHERLANDS,Yes,
CANCER CELL,CANCER CELL,UNITED STATES,Yes,
CANCER CELL INTERNATIONAL,CANCER CELL INT,ENGLAND,Yes,
CANCER CHEMOTHERAPY AND PHARMACOLOGY,CANCER CHEMOTH PHARM,UNITED STATES,Yes,
CANCER COMMUNICATIONS,CANCER COMMUN,ENGLAND,Yes,
CANCER CONTROL,CANCER CONTROL,UNITED STATES,Yes,
CANCER CYTOPATHOLOGY,CANCER CYTOPATHOL,UNITED STATES,Yes,
CANCER DISCOVERY,CANCER DISCOV,UNITED STATES,Yes,
CANCER EPIDEMIOLOGY,CANCER EPIDEMIOL,ENGLAND,Yes,
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,CANCER EPIDEM BIOMAR,UNITED STATES,Yes,
CANCER GENE THERAPY,CANCER GENE THER,ENGLAND,Yes,
CANCER GENETICS,CANCER GENET-NY,UNITED STATES,Yes,
CANCER GENOMICS & PROTEOMICS,CANCER GENOM PROTEOM,GREECE,Yes,
CANCER IMAGING,CANCER IMAGING,ENGLAND,Yes,
CANCER IMMUNOLOGY IMMUNOTHERAPY,CANCER IMMUNOL IMMUN,UNITED STATES,Yes,
CANCER IMMUNOLOGY RESEARCH,CANCER IMMUNOL RES,UNITED STATES,Yes,
CANCER INVESTIGATION,CANCER INVEST,UNITED STATES,Yes,
CANCER JOURNAL,CANCER J,UNITED STATES,Yes,
CANCER LETTERS,CANCER LETT,NETHERLANDS,Yes,
CANCER MANAGEMENT AND RESEARCH,CANCER MANAG RES,NEW ZEALAND,Yes,
CANCER MEDICINE,CANCER MED-US,UNITED STATES,Yes,
CANCER MICROENVIRONMENT,CANCER MICROENVIRON,NETHERLANDS,Yes,
CANCER NANOTECHNOLOGY,CANCER NANOTECHNOL,AUSTRIA,Yes,
CANCER NURSING,CANCER NURS,UNITED STATES,Yes,Yes
CANCER PREVENTION RESEARCH,CANCER PREV RES,UNITED STATES,Yes,
CANCER RADIOTHERAPIE,CANCER RADIOTHER,FRANCE,Yes,
CANCER RESEARCH,CANCER RES,UNITED STATES,Yes,
CANCER RESEARCH AND TREATMENT,CANCER RES TREAT,SOUTH KOREA,Yes,
CANCER SCIENCE,CANCER SCI,JAPAN,Yes,
CANCER TREATMENT REVIEWS,CANCER TREAT REV,ENGLAND,Yes,
CANCERS,CANCERS,SWITZERLAND,Yes,
CANDOLLEA,CANDOLLEA,SWITZERLAND,Yes,
CARBOHYDRATE POLYMERS,CARBOHYD POLYM,ENGLAND,Yes,
CARBOHYDRATE RESEARCH,CARBOHYD RES,NETHERLANDS,Yes,
CARBON,CARBON,UNITED STATES,Yes,
CARBON BALANCE AND MANAGEMENT,CARBON BAL MANAGE,ENGLAND,Yes,
CARBON LETTERS,CARBON LETT,SOUTH KOREA,Yes,
CARBON MANAGEMENT,CARBON MANAG,ENGLAND,Yes,Yes
CARBONATES AND EVAPORITES,CARBONATE EVAPORITE,UNITED STATES,Yes,
CARCINOGENESIS,CARCINOGENESIS,ENGLAND,Yes,
